what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043610355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043612746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043613272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043614768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043616826
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043624562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043625251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043627590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043631162
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043631619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043640274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043651449
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043652062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043656883
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043665121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043665761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043677379
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043685200
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043686818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043689705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043690104
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043696018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1361043697751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043698622
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043699088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043706695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043707231
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043709816
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1361043714745
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043727363
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1361043727738
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361043746910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361043747449
