what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576264027
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576269144
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576272364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576278990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576280454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576280851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576283537
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576288134
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576288549
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576291562
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576294974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576295312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576301892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576304294
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576304713
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576307846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576315302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576315744
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576317899
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576320165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576320608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576323773
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576326621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361576329120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576330293
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361576335828
