what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1356488776577
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1356488776694
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1356488777518
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1356488777645
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1356488777734
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1356488777864
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1356488778051
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1356488778054
error,log,,,"Unknown Host: http://download.eclipse.org/eclipse/updates/3.7/compositeContent.xml",1356488778817
error,log,,,"Unknown Host: http://download.eclipse.org/releases/indigo/compositeContent.xml",1356488779029
error,log,,,"Unknown Host: http://download.aptana.com/studio3/plugin/install/content.xml",1356488779275
error,log,,,"Unknown Host: http://download.eclipse.org/mylyn/releases/indigo/compositeContent.xml",1356488779488
started,bundle,org.eclipse.equinox.p2.director,2.1.1.v20111126-0211,"org.eclipse.equinox.p2.director",1356488779550
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1356488779611
opened,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356488809471
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356488809559
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356488821395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356488827516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356488839911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356488840655
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356488912148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356488913539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489011294
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489013243
started,bundle,org.eclipse.mylyn.java.tasks,3.7.1.v20120425-0100,"org.eclipse.mylyn.java.tasks",1356489034447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489034575
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489035782
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489045909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489052055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489067226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489068627
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489071687
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489073762
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489086634
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489105939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489106848
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489114473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1356489124912
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1356489126249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489146602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489147329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489159056
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489160873
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489167839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489168444
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489176789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489180703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489217535
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489222176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489236594
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489237619
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489248640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489252732
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489281026
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489281620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489293618
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489304893
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489344078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489345888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489352117
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489362080
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489386357
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489388604
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489399857
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489422173
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489428944
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356489445030
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489451347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1356489454426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489455228
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356489464693
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356489512564
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1356489530414
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1356489531910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1356489537545
