what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858238494
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858242076
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858242806
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858249352
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858257867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858258251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858260515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858261866
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858267140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858268090
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858269132
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858269666
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858270261
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858276563
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858277867
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858281073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858282147
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858284450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858284807
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858288592
activated,editor,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1361858290896
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858294586
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858295073
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858297428
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858315418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858315963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858322119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858334089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858334588
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858337029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858337625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858339997
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858348984
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858349576
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858357318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858370016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858370730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858375724
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858381717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858387231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858387918
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858394812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858400415
activated,editor,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1361858403747
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858413526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858414791
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858415308
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858420471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858422670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858423188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858425251
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858427310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858427827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858430228
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858431981
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858432467
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858434778
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858437005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858437489
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858442950
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858447908
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858448325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858450613
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858456125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858456596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858460713
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858473477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858474029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858476069
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858493269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858494028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858498275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858501987
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858502568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858507006
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858511106
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858511906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858515045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858517642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858518150
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858522482
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858535338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858537108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858539872
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858553137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858553562
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858557190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858560849
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858561290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858563365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858565921
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858566356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858568563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858571017
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858571441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858574367
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858575937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858576305
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858578695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858584080
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858584487
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858588682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858608488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858608974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1361858613479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1361858616722
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1361858618584
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1361858619239
