what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1356470896538
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1356470896539
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1356470896578
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1356470896611
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1356470896618
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1356470896624
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1356470896680
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1356470896699
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1356470896728
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1356470896789
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1356470896815
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1356470896878
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1356470896963
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1356470896994
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1356470897017
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1356470897053
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1356470897085
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1356470897181
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1356470897325
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1356470897444
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1356470897483
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1356470897641
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1356470897763
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1356470897863
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1356470897894
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1356470897915
started,bundle,beaver,3.0.0.1330991996,"beaver",1356470897937
started,bundle,com.aptana.editor.epl,3.0.0.1329404579,"com.aptana.editor.epl",1356470897978
started,bundle,org.python.pydev.red_core,2.5.0.2012050419,"org.python.pydev.red_core",1356470898023
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1356470898064
started,bundle,com.aptana.buildpath.core,3.1.0.1340306105,"com.aptana.buildpath.core",1356470898122
started,bundle,com.aptana.core,3.0.4.1345071090,"com.aptana.core",1356470898224
started,bundle,com.aptana.core.epl,3.0.0.1342116881,"com.aptana.core.epl",1356470898253
started,bundle,com.aptana.eclipse.fullscreen.ui,1.0.4.1335481102,"com.aptana.eclipse.fullscreen.ui",1356470898280
started,bundle,com.aptana.editor.common,3.0.3.1344461967,"com.aptana.editor.common",1356470898384
started,bundle,com.aptana.editor.css,3.0.3.1340379148,"com.aptana.editor.css",1356470898421
started,bundle,com.aptana.editor.findbar,3.0.0.1345081752,"com.aptana.editor.findbar",1356470898436
started,bundle,com.aptana.editor.html,3.0.3.1345209313,"com.aptana.editor.html",1356470898476
started,bundle,com.aptana.editor.js,3.0.3.1344380420,"com.aptana.editor.js",1356470898503
started,bundle,com.aptana.editor.svg,3.0.3.1339173764,"com.aptana.editor.svg",1356470898511
started,bundle,com.aptana.editor.xml,3.0.0.1342101363,"com.aptana.editor.xml",1356470898556
started,bundle,com.aptana.filewatcher,3.0.1.1337406272,"com.aptana.filewatcher",1356470898574
started,bundle,com.aptana.formatter.epl,3.2.0.1341616068,"com.aptana.formatter.epl",1356470898645
started,bundle,com.aptana.index.core,3.0.0.1345214290,"com.aptana.index.core",1356470898688
started,bundle,com.aptana.jetty.util.epl,3.0.0.1337703431,"com.aptana.jetty.util.epl",1356470898740
started,bundle,com.aptana.parsing,3.0.0.1341324919,"com.aptana.parsing",1356470898784
started,bundle,com.aptana.portal.ui,3.0.0.1344983893,"com.aptana.portal.ui",1356470898828
started,bundle,com.aptana.preview,3.0.0.1337406272,"com.aptana.preview",1356470898851
started,bundle,com.aptana.scripting,3.0.0.1345071090,"com.aptana.scripting",1356470898935
started,bundle,com.aptana.scripting.ui,3.0.0.1337868086,"com.aptana.scripting.ui",1356470898980
started,bundle,com.aptana.theme,3.0.0.1339679951,"com.aptana.theme",1356470899030
started,bundle,com.aptana.ui,3.1.4.1343174370,"com.aptana.ui",1356470899101
started,bundle,com.aptana.ui.epl,3.0.0.1342655743,"com.aptana.ui.epl",1356470899136
started,bundle,com.aptana.usage,3.0.0.1345235597,"com.aptana.usage",1356470899161
started,bundle,com.aptana.webserver.core,3.0.0.1337406272,"com.aptana.webserver.core",1356470899227
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1356470899344
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1356470899428
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1356470899488
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1356470899541
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1356470899606
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1356470899741
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1356470899763
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1356470899796
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1356470899903
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1356470899937
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1356470899982
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1356470900065
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1356470900146
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1356470900147
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1356470900229
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1356470900275
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1356470900371
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20111006_r372,"org.eclipse.jdt.launching.macosx",1356470900474
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1356470900551
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1356470900578
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1356470900591
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1356470900734
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1356470900837
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1356470900895
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1356470900896
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1356470900929
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1356470900988
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1356470901025
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1356470901076
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1356470901539
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1356470901568
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1356470901602
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1356470901665
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1356470901724
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1356470901740
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1356470901808
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1356470901808
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1356470901916
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1356470902012
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1356470902042
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1356470902068
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1356470902120
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1356470902261
os,sysinfo,,,"macosx",1356470902264
arch,sysinfo,,,"x86_64",1356470902264
ws,sysinfo,,,"cocoa",1356470902264
locale,sysinfo,,,"en_US",1356470902264
processors,sysinfo,,,"2",1356470902264
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1356470902264
java.runtime.version,sysinfo,,,"1.6.0_37-b06-434-11M3909",1356470902264
java.specification.name,sysinfo,,,"Java Platform API Specification",1356470902264
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1356470902264
java.specification.version,sysinfo,,,"1.6",1356470902264
java.vendor,sysinfo,,,"Apple Inc.",1356470902264
java.version,sysinfo,,,"1.6.0_37",1356470902264
java.vm.info,sysinfo,,,"mixed mode",1356470902264
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1356470902264
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1356470902264
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1356470902264
java.vm.specification.version,sysinfo,,,"1.0",1356470902264
java.vm.vendor,sysinfo,,,"Apple Inc.",1356470902264
java.vm.version,sysinfo,,,"20.12-b01-434",1356470902264
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1356470902303
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1356470902928
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1356470903066
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1356470903670
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1356470905088
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1356470906222
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1356470906296
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1356470906724
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110815-1419,"org.eclipse.equinox.p2.extensionlocation",1356470906872
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1356470907085
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.v20110815-1419,"org.eclipse.equinox.p2.artifact.repository",1356470907212
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.publisher",1356470907451
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.v20110815-1419,"org.eclipse.equinox.p2.touchpoint.eclipse",1356470907655
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20111128-0624,"org.eclipse.equinox.p2.transport.ecf",1356470908643
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1356470908821
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1356470909009
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1356470909191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1356470909250
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1356470909403
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1356470909442
error,log,,,"Unknown Host: http://download.eclipse.org/eclipse/updates/3.7/compositeContent.xml",1356470910419
error,log,,,"Unknown Host: http://download.eclipse.org/releases/indigo/compositeContent.xml",1356470910658
error,log,,,"Unknown Host: http://download.aptana.com/studio3/plugin/install/content.xml",1356470910942
error,log,,,"Unknown Host: http://download.eclipse.org/mylyn/releases/indigo/compositeContent.xml",1356470911154
